odtItemId,odtId,odtOrdenId,odtDescripcion,productoId,codigoInterno,nombre,cantidad,estado,obs
1,208,377,OT #1368 — No hay,1237,MK-36,Kit Psicomotricidad Espacial,1,Listo,
2,208,377,OT #1368 — No hay,982,MK-32,RULO,1,Listo,
3,195,375,OT #1178 — No hay,116,MK-10,Centro de estimulacion motriz. ,1,Listo,2*50*25 cm
4,195,375,OT #1178 — No hay,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,100*190*70 cm
5,195,375,OT #1178 — No hay,0,MK-67 ,Plato equilibrio ,1,Listo,circular
6,110,384,OT #944 — No hay,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,
7,110,384,OT #944 — No hay,0,DEPGIMBAL044 ,Set 100 pelotas plasticas,5,Listo,
8,256,385,OT #9784 — No hay,0,MK-60 ,Vestibulador mudador. ,1,Listo,
12,500,303,OT #9558 — No hay,0,MK-27 ,CENTRO CUÃDRUPLE POSICIONAL,1,Listo,
13,500,303,OT #9558 — No hay,984,MK-33,Cilindro tipo manÃ­. ,1,Listo,
14,500,303,OT #9558 — No hay,1320,MK-20A,CILINDROS,1,Listo,
16,500,303,OT #9558 — No hay,992,MK-35,Kit Caballete ,1,Listo,
17,500,303,OT #9558 — No hay,113,MK-09,KIT PARALELEPÃPEDOS,1,Listo,
18,500,303,OT #9558 — No hay,1236,MK-97,Kit Psicomotriz Escala,1,Listo,
19,500,303,OT #9558 — No hay,2129,MK-84,KIT SALTO,1,Listo,
20,500,303,OT #9558 — No hay,2115,MK-62,MANTA VOLADORA,1,Listo,
21,500,303,OT #9558 — No hay,0,MK-41 ,Puf pera Cala ,4,Listo,
22,500,303,OT #9558 — No hay,1331,MK-145,Rampa deslizamiento ,1,Listo,
23,500,303,OT #9558 — No hay,109,MK-07,TÃºnel de arrastre.,1,Listo,
24,500,303,OT #9558 — No hay,1016,MK-59,Vestibulador Rollo (Columpio). ,1,Listo,
30,199,329,OT #1296 — No hay,0,YP-15,Set de 4 cintas de colores,8,Listo,
31,193,337,OT #1276 — No hay,119,MK-13,Centro de psicomotricidad cala,1,Listo,
33,258,410,OT #1529,982,MK-32,RULO,1,Listo,
34,190,413,OT #1245 — No hay,1230,MK-03,Centro psicomotriz sala cuna.,1,Listo,
35,190,413,OT #1245 — No hay,11584,MK-99,Gimnasio InterÃ¡ctivo,1,Listo,
36,222,414,OT #1401 — No hay,912,MK-72,Centro de estimulaciÃ³n de gateo,1,Listo,
37,25,425,OT #314 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,1,Listo,
40,28,428,OT #329 — No hay,1230,MK-03,Centro psicomotriz sala cuna.,1,Listo,
41,47,437,OT #443 — No hay,0,MK-41 ,Puf pera Cala ,8,Listo,
42,49,440,OT #448 — No hay,171,MK-17,Kit multifuncional. ,1,Listo,
44,50,442,OT #453 — No hay,0,SAC-01,CojÃ­n de amamantamiento,1,Listo,
47,53,456,OT #498 — ENTREGAR ANTES DEL  24/02,1321,MK-20C,CILINDROS,1,Listo,
48,53,456,OT #498 — ENTREGAR ANTES DEL  24/02,982,MK-32,RULO,1,Listo,
49,53,456,OT #498 — ENTREGAR ANTES DEL  24/02,482,MK-56,SET PSICOMOTRIZ MULTIFUNCIONAL,1,Listo,
50,53,456,OT #498 — ENTREGAR ANTES DEL  24/02,1016,MK-59,Vestibulador Rollo (Columpio). ,1,Listo,
51,68,461,OT #606 — No hay,982,MK-32,RULO,3,Listo,
52,91,473,OT #839 — No hay,176,MK-23,TAPIZ PLASTIMAR,1,Listo,
53,97,361,OT #880 — No hay,116,MK-10,CENTRO DE ESTIMULACIÃ“N MOTRIZ,1,Listo,
54,245,506,OT #1502 — No hay,85,MK-57,BLOQUES DE CONSTRUCCION DADOS GIGANTES,1,Listo,
57,245,506,OT #1502 — No hay,992,MK-35,KIT CABALLETE,1,Listo,
58,245,506,OT #1502 — No hay,1237,MK-36,KIT PSICOMOTRICIDAD ESPACIAL,1,Listo,
59,245,506,OT #1502 — No hay,0,MK-48 ,ParacaÃ­das ,1,Listo,
60,245,506,OT #1502 — No hay,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,
61,245,506,OT #1502 — No hay,482,MK-56,SET PSICOMOTRIZ MULTIFUNCIONAL,1,Listo,
62,245,506,OT #1502 — No hay,109,MK-07,TÃºnel de arrastre.,1,Listo,
63,245,506,OT #1502 — No hay,1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,
64,245,506,OT #1502 — No hay,1016,MK-59,Vestibulador Rollo (Columpio). ,1,Listo,
65,236,509,OT #1467 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
66,236,509,OT #1467 — No hay,11584,MK-99,GIMNASIO INTERACTIVO,1,Listo,
67,236,509,OT #1467 — No hay,109,MK-07,TÃºnel de arrastre.,1,Listo,
68,212,510,OT #1383 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
70,133,511,OT #1061 — No hay,737,MK-190,BOWLING GIGANTE,1,Listo,
71,133,511,OT #1061 — No hay,962,MK-29,CUBO FANTASIA,1,Listo,
72,135,513,OT #1066 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
74,137,515,OT #1073 — No hay,1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,
75,137,515,OT #1073 — No hay,1016,MK-59,Vestibulador Rollo (Columpio). ,1,Listo,
76,146,533,OT #1109 — No hay,103,MK-01A,PISCINA SENSORIAL CUADRADA,1,Listo,
78,175,564,OT #1212 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
79,175,564,OT #1212 — No hay,118,MK-12,CIRCUITO,2,Listo,
80,175,564,OT #1212 — No hay,962,MK-29,CUBO FANTASIA,1,Listo,
81,175,564,OT #1212 — No hay,1256,MK-42B,PELOTA TERAPEUTICA 60 CM,1,Listo,
82,192,352,OT #1275 — No hay,1334,MK-83,SET ARCOS DE SOPORTE,2,Listo,
83,196,359,OT #1278 — No hay,85,MK-57,BLOQUES DE CONSTRUCCION DADOS GIGANTES,1,Listo,
84,221,612,OT #1412 — No hay,84,MK-85,PISCINA PLEGABLE CON ACCESO EXTERIOR,1,Listo,
85,231,614,OT #1451 — No hay,1320,MK-20A,CILINDRO 150x30 CM,1,Listo,
86,231,614,OT #1451 — No hay,118,MK-12,CIRCUITO,1,Listo,
87,231,614,OT #1451 — No hay,170,MK-16,CIRCUITO TROPICO,1,Listo,
88,231,614,OT #1451 — No hay,103,MK-01A,PISCINA SENSORIAL CUADRADA,1,Listo,
89,231,614,OT #1451 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
90,231,614,OT #1451 — No hay,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,
91,243,666,OT #1493 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,2,Listo,
92,257,721,OT #1522,0,PLAS017,SET FUNCIONES MOTRICES,1,Listo,
93,257,721,OT #1522,962,MK-29,CUBO FANTASIA,1,Listo,
94,270,725,OT #1576 — No hay,2426,MK-187,OLA CON TEXTURAS,1,Listo,
95,270,725,OT #1576 — No hay,84,MK-85,PISCINA PLEGABLE CON ACCESO EXTERIOR,1,Listo,
96,255,749,OT #1530 — No hay,912,MK-72,CENTRO DE ESTIMULACION DE GATEO,1,Listo,
97,255,749,OT #1530 — No hay,117,MK-11,RAMPA,1,Listo,
98,275,760,OT #1600 — No hay,173,MK-20B,CILINDRO 120x30 CM,1,Listo,
99,275,760,OT #1600 — No hay,165,MK-15,ESCALERA TRIPLE,1,Listo,
100,275,760,OT #1600 — No hay,2590,MK-209,RAMPA - CUÃ‘A,1,Listo,
102,358,809,OT #9975 — ENTREGA 10 DIAS HABILES,85,MK-57,BLOQUES DE CONSTRUCCION DADOS GIGANTES,1,Listo,
103,358,809,OT #9975 — ENTREGA 10 DIAS HABILES,1239,MK-98,PISCINA FLOR,1,Listo,
104,355,819,OT #9984 — No hay,961,MK-28,ASIENTO CUNCUNA,1,Listo,
107,298,796,OT #1661 — No hay,3421,MK-122,COLUMPIO ESCALERA 5 PELDAÃ‘OS,1,Listo,
108,298,796,OT #1661 — No hay,106,MK-05,JUEGO PSICOMOTRICIDAD AUTOMOVIL,1,Listo,
109,298,796,OT #1661 — No hay,2115,MK-62,MANTA VOLADORA,1,Listo,
110,298,796,OT #1661 — No hay,910,MK-01B,PISCINA SENSORIAL REDONDA.,1,Listo,
111,281,837,OT #1623 — No hay,118,MK-12,CIRCUITO,1,Listo,
112,281,837,OT #1623 — No hay,962,MK-29,CUBO FANTASIA,1,Listo,
113,281,837,OT #1623 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,1,Listo,
114,284,847,OT #1567 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
117,297,869,OT #1660 — No hay,737,MK-190,BOWLING GIGANTE,1,Listo,
120,315,882,OT #10077 — TIEMPO ENTREGA 15 DIAS HABILES.,1028,MK-67,PLATO EQUILIBRIO ,1,Listo,
121,326,888,OT #10051 — ENTREGA 20 DIAS HABILES -,109,MK-07,TUNEL DE ARRASTRE,1,Listo,
122,301,895,OT #1688 — No hay,982,MK-32,RULO,1,Listo,
123,352,925,OT #9987 — No hay,170,MK-16,CIRCUITO TROPICO,1,Listo,
124,387,901,OT #9897 — ENTREGA 15 DIAS HABILES,1321,MK-20C,CILINDRO 60x30 CM,1,Listo,
125,387,901,OT #9897 — ENTREGA 15 DIAS HABILES,1032,MK-70B,CILINDRO DE ENTRENAMIENTO,1,Listo,
126,387,901,OT #9897 — ENTREGA 15 DIAS HABILES,995,MK-69,KIT DE SALTO,1,Listo,
127,387,901,OT #9897 — ENTREGA 15 DIAS HABILES,1002,MK-41,POUF PERA CALA,2,Listo,
128,387,901,OT #9897 — ENTREGA 15 DIAS HABILES,117,MK-11,RAMPA,1,Listo,
129,387,901,OT #9897 — ENTREGA 15 DIAS HABILES,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
130,296,861,OT #1668 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
131,296,861,OT #1668 — No hay,0,PLAS017,SET FUNCIONES MOTRICES,3,Listo,
133,352,925,OT #9987 — No hay,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,
134,424,927,OT #9821 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
135,424,927,OT #9821 — No hay,1002,MK-41,POUF PERA CALA,1,Listo,
137,424,927,OT #9821 — No hay,1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,
138,327,930,OT #10048 — ENTREGA 8 DIAS HABILES,1032,MK-70B,CILINDRO DE ENTRENAMIENTO,1,Listo,
139,302,933,OT #1694 — No hay,1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,
140,356,935,OT #10145 — No hay,84,MK-85,PISCINA PLEGABLE CON ACCESO EXTERIOR,1,Listo,
142,336,949,OT #10021 — ANTES ERA INTERNO 10009- ENTREGA 8 DIAS HABILES,1010,MK-50,SILLON INFANTIL CALA,2,Listo,
143,336,949,OT #10021 — ANTES ERA INTERNO 10009- ENTREGA 8 DIAS HABILES,0,MK102,Teatro de TÃ­teres,2,Listo,
144,342,952,OT #10011 — JUNJI ARICA -ENTREGA 15 DIAS HABILES,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
145,374,971,OT #9920 — TIEMPO ENTREGA 20 DIAS CORRIDOS.,912,MK-72,CENTRO DE ESTIMULACION DE GATEO,1,Listo,
146,374,971,OT #9920 — TIEMPO ENTREGA 20 DIAS CORRIDOS.,173,MK-20B,CILINDRO 120x30 CM,1,Listo,
147,374,971,OT #9920 — TIEMPO ENTREGA 20 DIAS CORRIDOS.,103,MK-01A,PISCINA SENSORIAL CUADRADA,1,Listo,
148,340,917,OT #2098 — No hay,910,MK-01B,PISCINA SENSORIAL REDONDA.,1,Listo,
150,363,989,OT #9965 — ENTREGA 10 DIAS CORRIDOS,0,PLAS017,SET FUNCIONES MOTRICES,1,Listo,
151,421,1006,OT #9827 — ENTREGA 10 DIAS HABILES,8197,MK-48,PARACAIDAS,3,Listo,
152,456,1012,"OT #9718 — TIEMPO ENTREGA 20 DIAS HABILES, PERO CLIENTE PIDE AGILIZAR FABRICACION",81,MK-91,BULDER TEMATICO ,1,Listo,
153,456,1012,"OT #9718 — TIEMPO ENTREGA 20 DIAS HABILES, PERO CLIENTE PIDE AGILIZAR FABRICACION",1028,MK-67,PLATO EQUILIBRIO ,1,Listo,
154,456,1012,"OT #9718 — TIEMPO ENTREGA 20 DIAS HABILES, PERO CLIENTE PIDE AGILIZAR FABRICACION",111,MK-08,SET FIGURAS GEOMETRICAS,1,Listo,
155,456,1012,"OT #9718 — TIEMPO ENTREGA 20 DIAS HABILES, PERO CLIENTE PIDE AGILIZAR FABRICACION",1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,
156,456,1012,"OT #9718 — TIEMPO ENTREGA 20 DIAS HABILES, PERO CLIENTE PIDE AGILIZAR FABRICACION",1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
157,456,1012,"OT #9718 — TIEMPO ENTREGA 20 DIAS HABILES, PERO CLIENTE PIDE AGILIZAR FABRICACION",1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,
158,371,1020,OT #9928 — TIEMPO ENTREGA 10 DIAS HABILES,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
159,465,1027,OT #9670 — No hay,116,MK-10,CENTRO DE ESTIMULACION MOTRIZ,1,Listo,
160,465,1027,OT #9670 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
161,465,1027,OT #9670 — No hay,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,
162,473,1029,OT #9660 — DESPACHO 20 DIAS HABILES,109,MK-07,TUNEL DE ARRASTRE,37,Listo,
166,393,1043,OT #9828 — No hay,118,MK-12,CIRCUITO,1,Listo,
167,393,1043,OT #9828 — No hay,1237,MK-36,KIT PSICOMOTRICIDAD ESPACIAL,1,Listo,
168,393,1043,OT #9828 — No hay,109,MK-07,TUNEL DE ARRASTRE,1,Listo,
169,393,1043,OT #9828 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
177,502,1058,OT #9551 — No hay,737,MK-190,BOWLING GIGANTE,2,Listo,
178,502,1058,OT #9551 — No hay,958,MK-26,CENTRO PISCINA CON ACCESO ,1,Listo,
180,502,1058,OT #9551 — No hay,11584,MK-99,GIMNASIO INTERACTIVO,1,Listo,
181,502,1058,OT #9551 — No hay,1250,MK-42A,PELOTA TERAPEUTICA 30 CM,2,Listo,
182,502,1058,OT #9551 — No hay,1256,MK-42B,PELOTA TERAPEUTICA 60 CM,2,Listo,
183,502,1058,OT #9551 — No hay,1259,MK-42C,PELOTA TERAPEUTICA 90 CM,2,Listo,
184,502,1058,OT #9551 — No hay,1239,MK-98,PISCINA FLOR,1,Listo,
185,502,1058,OT #9551 — No hay,1334,MK-83,SET ARCOS DE SOPORTE,1,Listo,
186,502,1058,OT #9551 — No hay,109,MK-07,TUNEL DE ARRASTRE,1,Listo,
189,459,1069,OT #9710 — TIEMPO ENTRGA 15 DIAS HABILES,1321,MK-20C,CILINDRO 60x30 CM,1,Listo,
190,459,1069,OT #9710 — TIEMPO ENTRGA 15 DIAS HABILES,118,MK-12,CIRCUITO,1,Listo,
191,455,1072,OT #9719 — No hay,0,PLAS003,COBERTOR PARA CUNA,20,Listo,
193,434,1074,OT #9795 — No hay,912,MK-72,CENTRO DE ESTIMULACION DE GATEO,1,Listo,
194,453,1082,OT #9727 — No hay,173,MK-20B,CILINDRO 120x30 CM,1,Listo,
197,378,1087,OT #9913 — No hay,8197,MK-48,PARACAIDAS,2,Listo,
198,475,1079,OT #9659 — ENTREGA 10 DIAS HABILES -,0,MK102,Teatro de TÃ­teres,2,Listo,
200,467,1075,OT #9685 — ENTREGA 11 A 20 DIAS CORRIDOS,962,MK-29,CUBO FANTASIA,1,Listo,
201,467,1075,OT #9685 — ENTREGA 11 A 20 DIAS CORRIDOS,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,
202,480,1090,OT #9642 — ENTREGA 10 DIAS,116,MK-10,CENTRO DE ESTIMULACION MOTRIZ,1,Listo,
203,480,1090,OT #9642 — ENTREGA 10 DIAS,3425,MK-222,CojÃ­n Sensorial Olfativo,1,Listo,
204,480,1090,OT #9642 — ENTREGA 10 DIAS,992,MK-35,KIT CABALLETE,1,Listo,
205,480,1090,OT #9642 — ENTREGA 10 DIAS,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,
206,480,1090,OT #9642 — ENTREGA 10 DIAS,1028,MK-67,PLATO EQUILIBRIO ,1,Listo,
207,480,1090,OT #9642 — ENTREGA 10 DIAS,1301,MK-124,RULO ,1,Listo,
208,480,1090,OT #9642 — ENTREGA 10 DIAS,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,
209,437,1092,OT #9782 — No hay,1320,MK-20A,CILINDRO 150x30 CM,1,Listo,
210,437,1092,OT #9782 — No hay,0,PLAS017,SET FUNCIONES MOTRICES,1,Listo,
211,443,1109,OT #9763 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
212,497,1108,OT #9562 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,3,Listo,
214,430,1117,OT #9806 — No hay,8197,MK-48,PARACAIDAS,3,Listo,
215,430,1117,OT #9806 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,7,Listo,
216,479,1122,OT #9644 — ENTREGA 15 DIAS HABILES -,1005,MK-43,BASTONES,2,Listo,
217,494,1130,OT #9583 — ENTREGA 10 A 15 DIAS HABILES,1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,
218,458,1137,OT #9714 — No hay,737,MK-190,BOWLING GIGANTE,1,Listo,
219,458,1137,OT #9714 — No hay,1321,MK-20C,CILINDRO 60x30 CM,8,Listo,
221,458,1137,OT #9714 — No hay,2974,MK-203,POUF LUDOTECA RECTANGULAR,3,Listo,
222,458,1137,OT #9714 — No hay,1002,MK-41,POUF PERA CALA,2,Listo,
223,478,1139,OT #9647 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,2,Listo,
224,464,1143,OT #9607 — No hay,0,PLAS003,COBERTOR PARA CUNA,4,Listo,125 x 85 cms.
226,458,1137,OT #9714 — No hay,3776,MK-233,CARPA TUNEL,1,Listo,
227,458,1137,OT #9714 — No hay,3599,MK-230,FLECHAS DE DIRECCIONES,4,Listo,
228,458,1137,OT #9714 — No hay,3595,MK-228,HONGUITOS,3,Listo,
232,458,1137,OT #9714 — No hay,3601,MK-231,SEMAFORO,2,Listo,
233,458,1137,OT #9714 — No hay,3597,MK-229,STOP,2,Listo,
235,462,1158,OT #9696 — No hay,118,MK-12,CIRCUITO,1,Listo,
236,471,1169,OT #9672 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
237,476,1147,OT #9649 — LICITACION INTEGRA-,1005,MK-43,BASTONES,5,Listo,
238,487,1171,OT #9610 — No hay,2521,MK-240,PUF PERA GRANDE,1,Listo,
240,463,1177,OT #9695 — TIEMPO ENTREGA 15 DIAS HABILES,118,MK-12,CIRCUITO,1,Listo,
242,463,1177,OT #9695 — TIEMPO ENTREGA 15 DIAS HABILES,2422,MK-185,SET 6 CUBOS DE TEXTURAS 20 CMS,1,Listo,
243,463,1177,OT #9695 — TIEMPO ENTREGA 15 DIAS HABILES,2963,MK-192,RECTANGULO,1,Listo,
244,483,1179,OT #9631 — ENTREGA 8 DIAS HABILES,1028,MK-67,PLATO EQUILIBRIO ,2,Listo,
245,466,1050,OT #9693 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,1,Listo,
246,513,1191,OT #9509 — No hay,1031,MK-25B,CENTRO PISCINA HEXAGONAL,1,Listo,200*200*30 13 PZAS
247,513,1191,OT #9509 — No hay,980,MK-30,CILINDRO CON ANILLOS,1,Listo,cilindro 50*20 3 anillos 40*10 cm
248,513,1191,OT #9509 — No hay,981,MK-31,MODULO L,1,Listo,25*25*25  12 pzas
249,513,1191,OT #9509 — No hay,103,MK-01A,PISCINA SENSORIAL CUADRADA,1,Listo,100*100*55 
250,486,1192,OT #9616 — No hay,118,MK-12,CIRCUITO,1,Listo,3 PZAS. 50*50*25 CM
251,486,1192,OT #9616 — No hay,173,MK-20B,CILINDRO 120x30 CM,1,Listo,CILINDRO 120*30 CM
252,501,1193,OT #9553 — COMPRA AGIL ENTREGA 7 DIAS HABILES,172,MK-19,KIT RUEDA GIRASOL,1,Listo,RUEDA120*30*30 2 ARCO 60*60*30 RAMPA 60*60*30
253,501,1193,OT #9553 — COMPRA AGIL ENTREGA 7 DIAS HABILES,103,MK-01A,PISCINA SENSORIAL CUADRADA,1,Listo,100*100*55 CM
254,482,1194,OT #9637 — ENTREGA 7 A 10 DIAS HABILES,172,MK-19,KIT RUEDA GIRASOL,1,Listo,RUEDA 120*30*30  2 ARCO 60*60*30 RAMPA 60*60*30 
255,482,1194,OT #9637 — ENTREGA 7 A 10 DIAS HABILES,103,MK-01A,PISCINA SENSORIAL CUADRADA,1,Listo,100*100*55 
261,504,1225,OT #9549 — No hay,3412,MK-251,DIDACTICO DE CIERRES ,1,Listo,
262,565,1226,OT #3219 — No hay,8105,MK-237,CENTRO PISCINA CON ACCESORIOS,15,Listo,
263,565,1226,OT #3219 — No hay,3425,MK-222,CojÃ­n Sensorial Olfativo,59,Listo,
264,537,1241,OT #9463 — No hay,1301,MK-124,RULO PLEGABLE,1,Listo,100*70 CM
265,562,1249,OT #3242 — No hay,1256,MK-42B,PELOTA TERAPEUTICA 60 CM,2,Listo,60 CM
266,562,1249,OT #3242 — No hay,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,100*30*120
267,592,1248,OT #3327 — No hay,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,100*190*70
269,576,1254,OT #3238 — No hay,737,MK-190,BOWLING GIGANTE,1,Listo,
270,576,1254,OT #3238 — No hay,1320,MK-20A,CILINDRO 150x30 CM,1,Listo,
271,576,1254,OT #3238 — No hay,1028,MK-67,PLATO EQUILIBRIO ,1,Listo,
272,567,1275,OT #3254 — No hay,8197,MK-48,PARACAIDAS,1,Listo,
273,579,1276,OT #3294,0,DEPGIMBASU001,BANCA SUECA,1,Listo,"320*0,24*0,36 peso 30 kg"
274,579,1276,OT #3294,737,MK-190,BOWLING GIGANTE,1,Listo,50 alto*12 ancho
275,579,1276,OT #3294,173,MK-20B,CILINDRO 120x30 CM,1,Listo,120*30
276,579,1276,OT #3294,1320,MK-20A,CILINDRO 150x30 CM,1,Listo,150*30
277,579,1276,OT #3294,1321,MK-20C,CILINDRO 60x30 CM,2,Listo,60*30
278,579,1276,OT #3294,2590,MK-209,RAMPA - CUÃ‘A,1,Listo,50*50*25
279,579,1276,OT #3294,1027,MK-66,MODULOS ESPALDERAS ,1,Listo,
282,604,1253,OT #3347 — No hay,1028,MK-67,PLATO EQUILIBRIO ,1,Listo,
283,516,1262,OT #9504 — No hay,912,MK-72,CENTRO DE ESTIMULACION DE GATEO,1,Listo,
284,536,1286,OT #9464 — No hay,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,100*30*120 cm
285,536,1286,OT #9464 — No hay,62,MK-02,PISCINA SENSORIAL RECTANGULAR,1,Listo,100*190*170 cm
287,553,1300,OT #3199 — No hay,1323,MK-20D,CILINDRO 40x20 CM,1,Listo,40*20 CM
288,553,1300,OT #3199 — No hay,2590,MK-209,RAMPA - CUÃ‘A,2,Listo,50*50*25 CM
289,552,1303,OT #3215 — No hay,2590,MK-209,RAMPA - CUÃ‘A,1,Listo,50*50*25 CM
290,572,1304,OT #3271 — No hay,118,MK-12,CIRCUITO,1,Listo,escala 50*50*25 cuadrado 50*50*25 Rampa 50*50*25 cm
291,572,1304,OT #3271 — No hay,1142,MK-01C,PISCINA SENSORIAL ESQUINERA,1,Listo,100*100*55 cm
292,685,1312,OT #3566 — No hay,984,MK-33,CILINDRO TIPO MANI,2,Listo,80*35*30 CM DIAM
293,685,1312,OT #3566 — No hay,109,MK-07,TUNEL DE ARRASTRE,1,Listo,150*60*6 CM
294,685,1312,OT #3566 — No hay,1016,MK-59,VESTIBULADOR ROLLO COLUMPIO,1,Listo,100*30*120 CM
295,566,1322,OT #3247 — No hay,1002,MK-41,POUF PERA CALA,1,Listo,"1,80 diametro"
297,515,1327,OT #9506 — No hay,111,MK-08,SET FIGURAS GEOMETRICAS,1,Listo,10 PZAS
298,547,1350,OT #3212 — Pouf Pera uno amarillo y uno naranjo,4302,MK-254,SET 12 CINTAS,1,Listo,
299,687,1376,OT #3569 — No hay,1239,MK-98,PISCINA FLOR,6,Listo,
300,687,1376,OT #3569 — No hay,3388,MK-221,Piscina Sensorial Cuadrada 1 x 1,3,Listo,
302,586,1343,OT #3312 — No hay,737,MK-190,BOWLING GIGANTE,5,Listo,
303,556,1292,OT #3223 — No hay,85,MK-57,BLOQUES DE CONSTRUCCION DADOS GIGANTES,1,Listo,
304,616,1391,"OT #3375 — Colchoneta mudador  Medidas 80*80*06 Materiales: Goma espuma densidad 25 kg/m3. Tapiz Free Kid cuenta con nanopartÃ­culas de cobre antibacteriano, lavable e impermeable, antiflama y atoxica segÃºn certificaciÃ³n.",3917,MK-87,CUNCUNA CON ESPEJOS,2,Listo,6 cubos 25*25
306,605,1393,OT #3348 — No hay,11584,MK-99,GIMNASIO INTERACTIVO,1,Listo,ESCALA 50*50*25 ARCOS 50*20*25  RECTANGULO 60*20*25 RAMPA 60*50*25 OLA 60*50*15 TUNEL 60*25 
307,614,1396,OT #3372 — No hay,984,MK-33,CILINDRO TIPO MANI,1,Listo,80*35 
308,614,1396,OT #3372 — No hay,84,MK-85,PISCINA PLEGABLE CON ACCESO EXTERIOR,1,Listo,150*150*55 CM
310,614,1396,OT #3372 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
311,670,1397,OT #3516 — No hay,0,MK102,Teatro de TÃ­teres,1,Listo,120*60*30
313,608,1406,OT #3360 — No hay,109,MK-07,TUNEL DE ARRASTRE,2,Listo,6 PZAS.
314,614,1396,OT #3372 — No hay,4100,MK-245,PUFF DE SALTO CIRCULAR,1,Listo,120 x 30 cms.
315,664,1404,OT #3490 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
316,670,1397,OT #3516 — No hay,693,MK-102,Teatro de TÃ­teres,1,Listo,
317,663,1415,OT #3506 — No hay,119,MK-13,CENTRO DE PSICOMOTRICIDAD CALA,1,Listo,
318,663,1415,OT #3506 — No hay,992,MK-35,KIT CABALLETE,1,Listo,
319,663,1415,OT #3506 — No hay,109,MK-07,TUNEL DE ARRASTRE,1,Listo,
320,663,1415,OT #3506 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,
321,680,1422,OT #3558 — No hay,8197,MK-48,PARACAIDAS,2,Listo,350 cm diam.
322,680,1422,OT #3558 — No hay,1301,MK-124,RULO PLEGABLE,2,Listo,100*70 cm
324,678,1431,OT #3537 — No hay,116,MK-10,CENTRO DE ESTIMULACION MOTRIZ,1,Listo,
325,671,1438,OT #3518 — No hay,174,MK-21,ARCOS DE SOPORTE,2,Listo,60*30*30
326,671,1438,OT #3518 — No hay,1320,MK-20A,CILINDRO 150x30 CM,1,Listo,150*30
327,671,1438,OT #3518 — No hay,1023,MK-61,VESTIBULADOR FLEXOR,1,Listo,60  CM DIAM 65 CM ALTO
328,671,1438,OT #3518 — No hay,1019,MK-60,VESTIBULADOR MUDADOR,1,Listo,90*60*120
