decision_cliente,accion_requerida,codigo_normalizado,ejemplo_codigo_original,filas,pagos,cantidad_total,total_estimado,primera_fecha_doc,ultima_fecha_doc,muestras_pago_id,producto_destino_aprobado,comentario_cliente
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CREASABS28,CREASABS28,1,1,74,243460,2022-09-20 00:00:00,2022-09-20 00:00:00,7429,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CRT006,CRT006,1,1,1,1086,2025-02-10 00:00:00,2025-02-10 00:00:00,13452,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CRT008,CRT008,1,1,1,756,2025-02-10 00:00:00,2025-02-10 00:00:00,13452,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CUADRADO,CUADRADO,1,1,1,8236,2024-05-27 00:00:00,2024-05-27 00:00:00,11724,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CUCHO,cucho,1,1,15,112185,2022-12-01 00:00:00,2022-12-01 00:00:00,7981,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,CUERINA,CUERINA,1,1,4,11092,2024-02-12 00:00:00,2024-02-12 00:00:00,11215,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,D-15006,D-15006,1,1,4,739600,2018-05-15 00:00:00,2018-05-15 00:00:00,1693,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,D23008,D23008,1,1,1,5122,2022-10-20 00:00:00,2022-10-20 00:00:00,7852,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,D-68862,D-68862,1,1,4,22544,2025-05-13 00:00:00,2025-05-13 00:00:00,14128,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,D-68937,D-68937,1,1,2,12354,2025-05-13 00:00:00,2025-05-13 00:00:00,14128,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DACMC4061,DACMC4061,1,1,5,29000,2020-01-13 00:00:00,2020-01-13 00:00:00,3272,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DBB0011,DBB0011,1,1,4,29160,2017-01-19 00:00:00,2017-01-19 00:00:00,19,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DBP087-B,DBP087-B,1,1,4,11472,2019-05-06 00:00:00,2019-05-06 00:00:00,2249,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DEPACUGOR043,depacugor043,1,1,50,49450,2019-01-28 00:00:00,2019-01-28 00:00:00,1970,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DEPFUTAR002,DEPFUTAR002,1,1,30,579600,2019-02-13 00:00:00,2019-02-13 00:00:00,2003,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DEPFUTARCC002,DEPFUTARCC002,1,1,15,289800,2018-02-09 00:00:00,2018-02-09 00:00:00,1301,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DEPGIMCIN012,DEPGIMCIN012,1,1,30,105000,2018-04-03 00:00:00,2018-04-03 00:00:00,1523,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DETERGENTE,DETERGENTE,1,1,1,2190,2024-02-13 00:00:00,2024-02-13 00:00:00,11203,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DIL0050,DIL0050,1,1,2,5574,2024-02-13 00:00:00,2024-02-13 00:00:00,10990,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DIME401391,DIME401391,1,1,10,32900,2021-01-12 00:00:00,2021-01-12 00:00:00,4583,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DISCOLIJA120,DISCOLIJA120,1,1,6,3780,2024-03-11 00:00:00,2024-03-11 00:00:00,11091,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,DRV0011,DRV0011,1,1,16,231840,2018-05-31 00:00:00,2018-05-31 00:00:00,1772,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,EJERCITADOR-DEDOS,EJERCITADOR-DEDOS,1,1,3,12606,2024-08-21 00:00:00,2024-08-21 00:00:00,12322,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ENTRENAMIENTOMORFOSINTAC,ENTRENAMIENTOMORFOSINTAC,1,1,1,100000,2022-11-21 00:00:00,2022-11-21 00:00:00,7932,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ESC0120,ESC0120,1,1,2,2264,2024-02-13 00:00:00,2024-02-13 00:00:00,10990,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ESC0180,ESC0180,1,1,10,5580,2024-02-06 00:00:00,2024-02-06 00:00:00,10989,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ESC0360,ESC0360,1,1,3,4590,2024-01-13 00:00:00,2024-01-13 00:00:00,10991,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,ESC0380,ESC0380,1,1,2,4256,2024-10-29 00:00:00,2024-10-29 00:00:00,12636,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,EXTCAJA003,extcaja003,1,1,100,72000,2019-05-14 00:00:00,2019-05-14 00:00:00,2297,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,EXTCORREPASI002,EXTCORREPASI002,1,1,1,36126,2018-02-08 00:00:00,2018-02-08 00:00:00,1308,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,EXTINT6KG,EXTINT6KG,1,1,2,80672,2024-01-31 00:00:00,2024-01-31 00:00:00,10931,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,EXTRESMA003,EXTRESMA003,1,1,4,10048,2019-05-08 00:00:00,2019-05-08 00:00:00,2259,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,F2502,F2502,1,1,2,7812,2024-11-12 00:00:00,2024-11-12 00:00:00,12676,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FACTURANUME144011,facturanume144011,1,1,1,183873,2019-02-19 00:00:00,2019-02-19 00:00:00,2049,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FELPA,FELPA,1,1,20,41800,2021-05-03 00:00:00,2021-05-03 00:00:00,4967,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FIBRAHOLLOFIL,FIBRAHOLLOFIL,1,1,30,71700,2024-09-24 00:00:00,2024-09-24 00:00:00,12508,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FIHARPES005,FIHARPES005,1,1,3,17970,2019-12-16 00:00:00,2019-12-16 00:00:00,3120,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FILMEMBALAJE,FILMEMBALAJE,1,1,12,59400,2021-08-02 00:00:00,2021-08-02 00:00:00,5331,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FILMNEGRO,FILMNEGRO,1,1,24,143760,2024-07-22 00:00:00,2024-07-22 00:00:00,11824,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FILMPALET,FILMPALET,1,1,2,10908,2023-12-24 00:00:00,2023-12-24 00:00:00,11067,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FILMTRANSPARENTE,FILMTRANSPARENTE,1,1,36,143640,2024-07-22 00:00:00,2024-07-22 00:00:00,11824,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FIO,FIO,1,1,9,22500,2021-08-02 00:00:00,2021-08-02 00:00:00,5331,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FM001,FM001,1,1,1,11900,2021-05-24 00:00:00,2021-05-24 00:00:00,5076,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FM002,FM002,1,1,4,11960,2021-05-24 00:00:00,2021-05-24 00:00:00,5076,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FM003,FM003,1,1,3,7500,2021-05-24 00:00:00,2021-05-24 00:00:00,5076,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FRANFAN,FRANFAN,1,1,44.73,182945.69999999998,2022-09-20 00:00:00,2022-09-20 00:00:00,7429,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FRE0080,FRE0080,1,1,1,15578,2024-04-03 00:00:00,2024-04-03 00:00:00,11263,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,FULLPYME,FULLPYME,1,1,1,36474,2019-06-01 00:00:00,2019-06-01 00:00:00,2411,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GEN-130,gen-130,1,1,17.8,49359.4,2022-09-12 00:00:00,2022-09-12 00:00:00,7545,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GIBALLENT016,GIBALLENT016,1,1,65,141310,2021-09-30 00:00:00,2021-09-30 00:00:00,5468,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GMS064,GMS064,1,1,4,5604,2019-03-13 00:00:00,2019-03-13 00:00:00,2070,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GMSO59,gmso59,1,1,2,21848,2022-09-13 00:00:00,2022-09-13 00:00:00,7558,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GOBE650GUVVPASM,GOBE650GUVVPASM,1,1,120,382800,2021-06-04 00:00:00,2021-06-04 00:00:00,5100,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GUI0020,GUI0020,1,1,1,676,2024-02-06 00:00:00,2024-02-06 00:00:00,10989,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,GVINILO,GVINILO,1,1,2,10084,2024-01-02 00:00:00,2024-01-02 00:00:00,11204,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,HBB40900,HBB40900,1,1,1,152936,2019-03-07 00:00:00,2019-03-07 00:00:00,2061,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,HIGIEN,HIGIEN,1,1,1,8600,2019-05-07 00:00:00,2019-05-07 00:00:00,2254,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,HILOS,HILOS,1,1,1,7525,2024-08-07 00:00:00,2024-08-07 00:00:00,12127,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,HUEVOEJERCITADOR,HUEVOEJERCITADOR,1,1,4,11092,2024-06-27 00:00:00,2024-06-27 00:00:00,11912,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,INT-K8376,INT-K8376,1,1,17,129200,2021-12-13 00:00:00,2021-12-13 00:00:00,6555,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JERSEY,JERSEY,1,1,83,547800,2025-01-02 00:00:00,2025-01-02 00:00:00,13073,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JH001,JH001,1,1,10,3600000,2021-06-02 00:00:00,2021-06-02 00:00:00,5075,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JJUEGCUB033,JJUEGCUB033,1,1,2,52560,2021-07-26 00:00:00,2021-07-26 00:00:00,5297,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JO,JO,1,1,4,16808,2025-04-22 00:00:00,2025-04-22 00:00:00,14033,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEAGLEA126,JUEAGLEA126,1,1,4,68400,2019-02-13 00:00:00,2019-02-13 00:00:00,2005,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEG2777307,JUEG2777307,1,1,3,7470,2018-06-20 00:00:00,2018-06-20 00:00:00,1853,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEG3636955,JUEG3636955,1,1,8,23920,2018-06-20 00:00:00,2018-06-20 00:00:00,1853,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGEQQ50081,JUEGEQQ50081,1,1,20,41840,2022-09-30 00:00:00,2022-09-30 00:00:00,7557,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGIN025,JUEGIN025,1,1,1,32011,2024-12-11 00:00:00,2024-12-11 00:00:00,13141,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGJ-PWE202,JUEGJ-PWE202,1,1,17,26520,2017-01-19 00:00:00,2017-01-19 00:00:00,17,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGJ-WE285,JUEGJ-WE285,1,1,3,14730,2017-01-19 00:00:00,2017-01-19 00:00:00,17,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGMOD028,JUEGMOD028,1,1,2,4120,2021-05-20 00:00:00,2021-05-20 00:00:00,5139,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGO,JUEGO,1,1,1,22000,2022-08-19 00:00:00,2022-08-19 00:00:00,7594,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGPLA039,JUEGPLA039,1,1,1,13445,2019-02-20 00:00:00,2019-02-20 00:00:00,2024,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGPLAS15553,JUEGPLAS15553,1,1,1,12990,2018-06-13 00:00:00,2018-06-13 00:00:00,1809,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGSH002,JUEGSH002,1,1,80,120000,2020-08-06 00:00:00,2020-08-06 00:00:00,3956,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGSH003,JUEGSH003,1,1,204,163200,2020-08-06 00:00:00,2020-08-06 00:00:00,3956,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGSPPL-596,JUEGSPPL-596,1,1,1,6000,2020-01-13 00:00:00,2020-01-13 00:00:00,3323,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGSPPL-678,juegsppl-678,1,1,5,7500,2020-01-15 00:00:00,2020-01-15 00:00:00,3285,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGSPPL-922,JUEGSPPL-922,1,1,2,7562,2019-11-25 00:00:00,2019-11-25 00:00:00,3022,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGUS181,JUEGUS181,1,1,5,7565,2019-01-14 00:00:00,2019-01-14 00:00:00,1964,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEGYIN034Â Â ,JUEGYIN034Â Â ,1,1,3,20850,2024-10-09 00:00:00,2024-10-09 00:00:00,12612,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JUEHJAIMS,JUEHJAIMS,1,1,10,13820,2021-04-13 00:00:00,2021-04-13 00:00:00,4888,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JURGPLO084,JURGPLO084,1,1,40,60800,2018-12-20 00:00:00,2018-12-20 00:00:00,1946,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,JY-BC-13107,JY-BC-13107,1,1,4,184840,2024-07-29 00:00:00,2024-07-29 00:00:00,12109,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10396,K10396,1,1,146,383250,2025-11-21 00:00:00,2025-11-21 00:00:00,15554,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10534,K10534,1,1,30,105000,2024-02-14 00:00:00,2024-02-14 00:00:00,11206,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10542,K10542,1,1,22.5,153900,2024-10-07 00:00:00,2024-10-07 00:00:00,12614,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10545,K10545,1,1,54,387828,2026-03-17 00:00:00,2026-03-17 00:00:00,16217,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10560,K10560,1,1,54,387828,2026-03-16 00:00:00,2026-03-16 00:00:00,16218,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K10561,K10561,1,1,47,367164,2026-03-31 00:00:00,2026-03-31 00:00:00,16259,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K11007,K11007,1,1,27,184680,2024-08-14 00:00:00,2024-08-14 00:00:00,12308,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K11008,K11008,1,1,20,136800,2024-08-14 00:00:00,2024-08-14 00:00:00,12308,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K11009,K11009,1,1,39,266760,2024-08-14 00:00:00,2024-08-14 00:00:00,12308,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K5692,K5692,1,1,98,78400,2019-12-27 00:00:00,2019-12-27 00:00:00,3061,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K9750,k9750,1,1,1195,4409550,2022-07-29 00:00:00,2022-07-29 00:00:00,7521,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K9851,k9851,1,1,1162,4473700,2022-10-18 00:00:00,2022-10-18 00:00:00,7674,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K9852,k9852,1,1,120,462000,2022-12-07 00:00:00,2022-12-07 00:00:00,8082,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K9853,k9853,1,1,1145,4408250,2022-10-18 00:00:00,2022-10-18 00:00:00,7674,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K9948,k9948,1,1,168,646800,2022-12-07 00:00:00,2022-12-07 00:00:00,8082,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,K9952,k9952,1,1,160,616000,2022-12-07 00:00:00,2022-12-07 00:00:00,8082,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LALLAVE,lallave,1,1,20,401680,2022-12-01 00:00:00,2022-12-01 00:00:00,7980,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LALLAVEMAESTRA,lallavemaestra,1,1,4,80336,2022-12-22 00:00:00,2022-12-22 00:00:00,8252,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LAMINAESPUMADENSIDAD2145CM,LAMINAESPUMADENSIDAD2145CM,1,1,2,325908,2021-08-18 00:00:00,2021-08-18 00:00:00,5347,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LANA50GR,LANA50GR,1,1,353,192738,2020-10-13 00:00:00,2020-10-13 00:00:00,4153,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJ0120,LIJ0120,1,1,10,18710,2024-09-24 00:00:00,2024-09-24 00:00:00,12424,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJ0380,LIJ0380,1,1,10,2100,2024-06-26 00:00:00,2024-06-26 00:00:00,11966,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJ0400,LIJ0400,1,1,10,2090,2024-06-26 00:00:00,2024-06-26 00:00:00,11966,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJ0708,LIJ0708,1,1,10,4890,2024-09-24 00:00:00,2024-09-24 00:00:00,12424,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJ0713,LIJ0713,1,1,2,2360,2024-07-11 00:00:00,2024-07-11 00:00:00,12041,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJA,LIJA,1,1,1,10756,2024-05-29 00:00:00,2024-05-29 00:00:00,11921,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LIJA150,LIJA150,1,1,6,1866,2024-03-11 00:00:00,2024-03-11 00:00:00,11091,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LONAPOL,LONAPOL,1,1,50,79500,2022-09-20 00:00:00,2022-09-20 00:00:00,7428,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,LONETAENGOMADA,LONETAENGOMADA,1,1,3,7260,2021-07-29 00:00:00,2021-07-29 00:00:00,5317,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MAK0118,MAK0118,1,1,1,5563,2024-01-13 00:00:00,2024-01-13 00:00:00,10992,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MAK0142,MAK0142,1,1,2,2178,2024-01-13 00:00:00,2024-01-13 00:00:00,10992,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,"MALLASANDWICH1,MMUSGO","MALLASANDWICH1,MMUSGO",1,1,10,22300,2021-07-22 00:00:00,2021-07-22 00:00:00,5329,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLGOMA00AZMAM,MALLGOMA00AZMAM,1,1,5,10900,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLGOMA00BEIGM,MALLGOMA00BEIGM,1,1,5,10900,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLGOMA00NEGRM,MALLGOMA00NEGRM,1,1,5,10900,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLGOMA00ROJOM,MALLGOMA00ROJOM,1,1,5,10900,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLGOMA00VERDEM,MALLGOMA00VERDEM,1,1,100,133400,2025-06-25 00:00:00,2025-06-25 00:00:00,14474,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLRAS000AMARM,MALLRAS000AMARM,1,1,5,39000,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MALLRAS000PLOMM,MALLRAS000PLOMM,1,1,5,39000,2021-05-03 00:00:00,2021-05-03 00:00:00,4968,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MDF0270,MDF0270,1,1,0.5,10966.5,0024-02-21 00:00:00,0024-02-21 00:00:00,11205,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MDF.5.5MM,MDF.5.5MM,1,1,2,33110,2022-10-04 00:00:00,2022-10-04 00:00:00,7426,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MDFO260,MDFO260,1,1,5,87815,2025-05-07 00:00:00,2025-05-07 00:00:00,14080,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MEL1083,MEL1083,1,1,0.5,32769,2024-10-25 00:00:00,2024-10-25 00:00:00,12638,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MESAS1,MESAS1,1,1,5,344535,2024-04-01 00:00:00,2024-04-01 00:00:00,11613,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MICATE0300TRANR,micate0300tranr,1,1,2,159200,2020-10-06 00:00:00,2020-10-06 00:00:00,4130,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MISGRANDES,misgrandes,1,1,15,200415,2022-12-01 00:00:00,2022-12-01 00:00:00,7982,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MISGRANDESIDEAS,misgrandesideas,1,1,15,200415,2022-12-01 00:00:00,2022-12-01 00:00:00,8251,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MK-655B,MK-655B,1,1,18,31770,2019-11-27 00:00:00,2019-11-27 00:00:00,3023,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MMCU-CUNA,mmcu-cuna,1,1,1,9559,2020-06-04 00:00:00,2020-06-04 00:00:00,3853,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MMSI-SILL-5T,MMSI-SILL-5T,1,1,5,77500,2017-02-01 00:00:00,2017-02-01 00:00:00,39,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MODAL,MODAL,1,1,8.8,58080.00000000001,2024-09-23 00:00:00,2024-09-23 00:00:00,12426,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MODULOS01,MODULOS01,1,1,6,478992,2024-04-01 00:00:00,2024-04-01 00:00:00,11614,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE000022,MOLAINLAE000022,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE000033,MOLAINLAE000033,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE000041,MOLAINLAE000041,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE000811,MOLAINLAE000811,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE000813,MOLAINLAE000813,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE001102,MOLAINLAE001102,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE003202,MOLAINLAE003202,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
"",MAPEAR_PRODUCTO_O_DEJAR_CODIGO_LEGACY,MOLAINLAE005029,MOLAINLAE005029,1,1,3,5520,2024-07-03 00:00:00,2024-07-03 00:00:00,11826,"",""
